ticker,date,Open,High,Low,Close,Adj Close,Volume,Return,Log_Return,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Hist,ATR,ATR_Pct,BB_Width,BB_Position,Volume_MA_20,Volume_Spike,Volume_ZScore,Volatility_20D,Annualized_Volatility,Volatility_ZScore,Daily_Range,Gap,Close_Position,Distance_SMA20,Distance_SMA50,Distance_SMA200,Close_Above_SMA20,Close_Above_SMA50,Close_Above_SMA200,MACD_Bullish,sentiment_score,average_confidence,news_count,positive_count,negative_count,neutral_count,positive_ratio,negative_ratio,neutral_ratio,dominant_label,future_return_5d,label,label_id,binary_label,target_horizon,buy_threshold,sell_threshold,target_return,target_direction,risk_adjusted_future_return
AAPL,2021-06-11,126.52999877929688,127.44000244140624,126.0999984741211,127.3499984741211,124.13465118408205,53522400,0.009832668763525,0.0097846426360741,125.6263628872958,,,125.96385789425727,125.6025298367834,50.0,0.3613280574738837,0.1900080617717262,0.1713199957021574,2.1359904678946866,0.0167725990851012,0.0383272792392706,0.8579782782815619,,1.0,0.0,0.0092582570174843,0.1469702738530935,,0.0105222142390324,0.0033304112831067,,0.0137203334332907,,,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.02442095231259911,HOLD,1,1,5,0.025,-0.025,0.02442095231259911,1,2.6377483652138762
AAPL,2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,127.18563079833984,96906500,0.0245779135525785,0.0242807361248832,126.0308322906494,,,126.65864833014678,125.963823606469,50.0,0.6948247236777831,0.2909713941529376,0.4038533295248455,2.2312764052813945,0.0171005248186903,0.0574838246270746,1.1141237589404072,,1.0,0.0,0.0111720470301563,0.1773507484638686,1.4315857465082389,0.0265940657949931,0.0036906260411038,,0.0353021824582502,,,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.013948554443695693,HOLD,1,1,5,0.025,-0.025,0.013948554443695693,1,1.2485227108375814
AAPL,2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,126.36685180664062,62746300,-0.0064377403846996,-0.0064585520032784,126.30846052903397,,,127.11731772391626,126.23613292374156,50.0,0.881184800174708,0.4090140753572917,0.4721707248174163,2.15832857018038,0.0166486314435505,0.0634084367559299,0.9159732421310076,,1.0,0.0,0.0110514519044543,0.1754363601922644,1.0653712243911906,0.0093335908636528,-0.0041385139777317,,0.0263762130158231,,,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.033477293723569446,BUY,2,1,5,0.025,-0.025,0.033477293723569446,1,3.029221319786623
AAPL,2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,126.8639678955078,91815000,0.0039339286426798,0.0039262109792669,126.58285576956612,,,127.58388328892674,126.52604855135212,50.0,1.057834737574623,0.5387782078007581,0.5190565297738652,2.1777331491518708,0.0167324875242325,0.0689046352539214,0.9089748473448328,,1.0,0.0,0.0105847662361188,0.1680279548791416,0.4801899955682082,0.0186707091028675,0.005630945163344,,0.0281802626843239,,,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.02727624447359811,BUY,2,1,5,0.025,-0.025,0.02727624447359811,1,2.576934045130099
AAPL,2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,128.4625701904297,96721700,0.0126008410799682,0.0125221111675557,126.92999827067057,,,128.23097713465074,126.91597038355808,57.21994772559973,1.3150067510926533,0.6940239164591372,0.6209828346335161,2.229324292446268,0.016915732650552,0.0786115420493413,0.9870631062985108,,1.0,0.0,0.0104889379675962,0.166506728276657,0.3403136519188084,0.0220047750437102,-0.0026891345458297,,0.0382887818614683,,,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.012292362535138102,HOLD,1,1,5,0.025,-0.025,0.012292362535138102,1,1.1719358597708631
AAPL,2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,127.1661376953125,108953300,-0.0100917113591322,-0.0101429778811387,127.15062379837036,127.15062379837036,,128.5739047622225,127.17849159321062,51.80980214315273,1.3954131690118745,0.8343017669696846,0.5611114020421897,2.180800256769303,0.0167162359691761,0.080737492404422,0.8223689975194582,,1.0,0.0,0.0107142727617688,0.1700838072393209,0.5949122940225223,0.0097346998950972,-0.0081947539819722,,0.0260272644886485,0.0260272644886485,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.020312691707095265,HOLD,1,1,5,0.025,-0.025,0.020312691707095265,1,1.8958535178958689
AAPL,2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,128.9596710205078,79663300,0.0141039111083767,0.0140053763568812,127.45352846033433,127.45352846033433,,129.14715065292023,127.55786281236226,57.760100674733785,1.5892878405579722,0.9852989816873422,0.60398885887063,2.253600020445938,0.0170340133670616,0.0872835879749662,0.93565377997582,,1.0,0.0,0.0107325808585657,0.170374439265942,0.5828608985137174,0.0241874291339985,-0.0012264575645799,,0.038025425031146,0.038025425031146,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.018745243162003877,HOLD,1,1,5,0.025,-0.025,0.018745243162003877,1,1.7465736721697513
AAPL,2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,130.5972900390625,74783600,0.0126983570448142,0.0126184090034623,127.81610997517905,127.81610997517905,,129.89066527978468,128.03357636163463,62.333230525143605,1.8570889181500547,1.1596569689798848,0.6974319491701699,2.268343355690313,0.0169304629648085,0.0971968517127295,0.9961543308789496,,1.0,0.0,0.0106302294226216,0.1687496605909109,0.4175931864085989,0.018361000091908,-0.0012849445580043,,0.0482246389250697,0.0482246389250697,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.017539977447786903,HOLD,1,1,5,0.025,-0.025,0.017539977447786903,1,1.6500093036996033
AAPL,2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,130.3243408203125,60214200,-0.0020898551143879,-0.0020920419088411,128.1257882369192,128.1257882369192,,130.47671630570122,128.45331121990185,61.14504203939295,2.023405085799368,1.3324065923437811,0.6909984934555866,2.1841768014752683,0.016336401281451,0.1032241131310028,0.9214688820206314,,1.0,0.0,0.0104125785326296,0.1652945598256067,0.094130574361274,0.0081526673265493,-0.0015673343915099,,0.043505751558895,0.043505751558895,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.02438302049391239,HOLD,1,1,5,0.025,-0.025,0.02438302049391239,1,2.3416889887076495
AAPL,2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,130.0416717529297,68711000,-0.0021689849869261,-0.0021713406417326,128.3899990081787,128.3899990081787,,130.92799128361017,128.8204736230283,59.87210558387714,2.107517660581834,1.487428805991392,0.6200888545904422,2.1503075095032624,0.0161180380067254,0.1068085537215638,0.866072318540171,,1.0,0.0,0.0102075217484643,0.1620393842923193,-0.2127634396953809,0.01281767983605,0.0056095738004418,,0.0390996549007753,0.0390996549007753,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.028933367096877438,BUY,2,1,5,0.025,-0.025,0.028933367096877438,1,2.83451437183863
AAPL,2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,129.74923706054688,70783700,-0.0022487298067814,-0.002251261996506,128.78149909973143,128.61476098923455,,131.26368502618575,129.13821636283006,58.51493445602778,2.12546866335569,1.6150367774642516,0.5104318858914385,2.073857103899793,0.0155800247493839,0.1087348099382423,0.8091117383531237,,1.0,0.0,0.0100142231479391,0.15897086413772,-0.4997177718179704,0.0081136039824396,0.0003748073636551,,0.0336112061195066,0.0349511952325074,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.05146124312302747,BUY,2,1,5,0.025,-0.025,0.05146124312302747,1,5.138815299279411
AAPL,2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,131.3770751953125,62111300,0.0125460007609332,0.0124679518168209,129.2899990081787,128.89499907060102,,131.80465637281822,129.55612617145724,63.47789564650776,2.2485302013609783,1.741735462243597,0.5067947391173813,2.078581552881839,0.0154220327326573,0.1113820415947475,0.881234521674989,,1.0,0.0,0.0100206592931087,0.1590730347748442,-0.4709362952643356,0.014097001882272,0.0022537979894989,,0.0424626793505573,0.0456573160411941,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.0537172099624339,BUY,2,1,5,0.025,-0.025,0.0537172099624339,1,5.360646279968397
AAPL,2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,132.88795471191406,64556100,0.0115002453316233,0.0114346201680195,129.8924991607666,129.21826006018597,,132.50086336639305,130.05789473883482,67.37867942813772,2.44296862755823,1.881982095306524,0.5609865322517062,2.0829685412223107,0.0152788712187036,0.1146720567805183,0.9321910282468406,,1.0,0.0,0.010027670596071,0.1591843357588721,-0.4433796788010078,0.0156972006227976,0.0001484216696996,,0.0495602341311522,0.0550366625239828,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.060441615069993126,BUY,2,1,5,0.025,-0.025,0.060441615069993126,1,6.027483101975358
AAPL,2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,133.50204467773438,63261400,0.0046211756352296,0.0046105307849875,130.48749961853028,129.5408328374227,,133.18688541985065,130.5691622925409,68.83564815415278,2.6177231273097163,2.0291303017071622,0.5885928256025541,2.0441856843437085,0.0149254204449212,0.1183014878298023,0.9192889520895584,,1.0,0.0,0.0100206781355866,0.1590733338899083,-0.440697691113627,0.0112442207172143,-0.0011736496732953,,0.0496025068627934,0.0572728591744948,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.04585279257774033,BUY,2,1,5,0.025,-0.025,0.04585279257774033,1,4.575817320676387
AAPL,2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,133.80422973632812,52485800,0.002263416642797,0.0022608589740006,131.17399978637695,129.84999969482422,,133.81505755102145,131.06552095772017,69.55616978650397,2.7495365933012863,2.173211560025987,0.5763250332752992,2.01031580147764,0.0146449751504884,0.1152257323732336,0.9033184035031312,,1.0,0.0,0.0092399502763138,0.1466796633463746,-1.631367990315734,0.0114373663244193,-0.002628509000468,,0.0464726584232517,0.0571428925304222,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.05711368903529257,BUY,2,1,5,0.025,-0.025,0.05711368903529257,1,6.181168440018661
AAPL,2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,136.42630004882812,78852600,0.0195964329983335,0.0194068950813122,131.87750015258788,130.23884611863355,,134.7604343453054,131.7243717544718,74.96512552414217,3.036062590833609,2.3457817661875118,0.6902808246460976,2.061721510482028,0.0147307903085271,0.1226467842409134,0.9997113273753806,,1.0,0.0,0.0092855395968744,0.1474033713742369,-1.4293822133666012,0.0160760209493264,0.0045894194246034,,0.0612879873513487,0.0746410221292861,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.03243778985674339,BUY,2,1,5,0.025,-0.025,0.03243778985674339,1,3.4933661655658934
AAPL,2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,138.4342803955078,108181800,0.0147184728477842,0.0146112073680771,132.683500289917,130.67518530951605,,135.8772912571755,132.4870112002488,78.16457014355733,3.390280056926713,2.554681424335352,0.8355986325913611,2.142311915634539,0.0150845785888344,0.1320987836312885,1.0326826457440812,,1.0,0.0,0.0094239756968389,0.1496009763321145,-1.0888268473181588,0.0216869911252556,0.0007859431628669,,0.0703667295642898,0.0868169341874178,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.025489332546721144,BUY,2,1,5,0.025,-0.025,0.025489332546721144,1,2.704732415138875
AAPL,2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,140.91989135742188,104911600,0.0179552385230583,0.0177959471449793,133.57500076293945,131.1714289528983,,137.21463219056676,133.38204795017248,81.34310653752885,3.832584240394283,2.810261987547138,1.022322252847145,2.1942892871740365,0.0151780395379868,0.1465227259200862,1.0617787634263252,,1.0,0.0,0.0097915849241894,0.1554365919034475,-0.4727298375212952,0.0154250232728976,0.010702640247467,,0.0823133557812403,0.1021455547010292,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.03168006045676086,BUY,2,1,5,0.025,-0.025,0.03168006045676086,1,3.235437439601588
AAPL,2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,139.62347412109375,105575500,-0.0091997078486132,-0.0092422865028392,134.38050117492676,131.5875867646316,,138.14161269865866,134.1122670274311,75.19487903144254,4.02934567122756,3.0540787242832224,0.9752669469443376,2.316126420609708,0.016169549928705,0.1517439256333919,0.9344720594653282,,1.0,0.0,0.0103935637560842,0.1649927096057605,0.4191038592814267,0.0236665684141587,-0.020682059498403,,0.0659284958812933,0.0885525680273697,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.03658189076671792,BUY,2,1,5,0.025,-0.025,0.03658189076671792,1,3.519667712174619
AAPL,2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,141.44625854492188,99890800,0.0130549779773412,0.0129704962295284,135.33050117492675,132.0383338928223,,139.21367237738065,134.92691395949927,77.74220345989639,4.286758417881373,3.300614663002853,0.9861437548785204,2.3649745334233008,0.0162978052751423,0.1549915555855903,0.966243616378675,,1.0,0.0,0.0099523921453419,0.1579893274006047,-0.37976022828961,0.0206739713829619,-0.0034208703879688,,0.0722638233843819,0.0989990280257533,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.008820886044469844,HOLD,1,1,5,0.025,-0.025,0.008820886044469844,1,0.8863081272976523
AAPL,2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,140.8516082763672,76299700,-0.0042037117206658,-0.0042125721566448,136.1880012512207,132.44032312208606,,140.02695355009132,135.6360314439808,75.0352383515657,4.390922106110509,3.518676151624384,0.8722459544861247,2.36176258990869,0.0163443777848352,0.1548513777745999,0.8941409411853615,,1.0,0.0,0.0102394496251214,0.1625462236214691,0.036009457203766,0.0160554140084342,0.0075804982350551,,0.0610332677799307,0.09105744076747,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,-0.014186872330503864,HOLD,1,0,5,0.025,-0.025,-0.014186872330503864,0,-1.3855112188547598
AAPL,2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,141.96287536621094,100827100,0.0078892691325151,0.0078583115639222,136.94600143432618,132.8528130054474,,140.89049906386933,136.37706610662286,76.67015880624919,4.513432957246465,3.717627512748801,0.7958054444976645,2.4666368214191183,0.0169365341372999,0.1604582594417129,0.8956472036797162,,1.0,0.0,0.009317460336117,0.1479100974004436,-1.553664314733714,0.0262977330891619,-0.0032526036034817,,0.0634848616554282,0.096250776290877,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.0035017475211016613,HOLD,1,1,5,0.025,-0.025,0.0035017475211016613,1,0.37582639418683
AAPL,2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,145.38424682617188,127050800,0.0241004842182483,0.0238146509223521,137.92150115966797,133.34666697184244,,142.16119057657932,137.3232089058719,80.83237007338234,4.83798167070745,3.9416983443405305,0.8962833263669192,2.5711633295013465,0.0172387759619073,0.1696224109389077,0.9799613378036184,,1.0,0.0,0.0097417817768689,0.1546459914495365,-0.6673984418378526,0.0126719056371483,0.0168910101907211,,0.0814121992757133,0.1185131003535242,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,-0.025142475048323787,SELL,0,0,5,0.025,-0.025,-0.025142475048323787,0,-2.5808908087042792
AAPL,2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,144.7311553955078,106820300,-0.0044921099320347,-0.0045022297755273,138.8380012512207,133.79176487642175,,143.13331444595775,138.14963755932868,77.97275816254088,4.98367688662907,4.150094052798239,0.8335828338308309,2.59536621040192,0.017479568191559,0.1728901495627872,0.9016874614044172,,1.0,0.0,0.0100618957603508,0.1597276433984611,0.0561654788419956,0.0195986243658656,0.0006034971529542,,0.069447805279706,0.1097842671010749,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,-0.011314606170005792,HOLD,1,0,5,0.025,-0.025,-0.011314606170005792,0,-1.1245004360501663
AAPL,2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,142.69393920898438,93251400,-0.0140759455686257,-0.0141759512492663,139.5680015563965,134.15171443394252,,143.63434289883324,138.76003473194496,69.69044555853192,4.874308166888284,4.294936875616248,0.5793712912720359,2.6871250256606,0.0183559330341155,0.1715706409714913,0.7848936329823524,,1.0,0.0,0.0109606324211459,0.1739946455900644,1.807055134039495,0.0265044718915259,-0.000134624287763,,0.0488793832194789,0.0912271975602083,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.014823404453806921,HOLD,1,1,5,0.025,-0.025,0.014823404453806921,1,1.3524223680021175
AAPL,2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,138.8534393310547,121434600,-0.0269144235113977,-0.0272832494934117,140.16750106811523,134.38222228156195,,143.45213582951155,139.03336526648548,57.32784149021483,4.418770563026072,4.319703613098213,0.0990669499278595,2.832330468163637,0.0198829801954487,0.1602420108383944,0.6016216601241386,,1.0,0.0,0.0127115586503958,0.2017897377897562,3.334523347646825,0.0168480814790431,-0.0180340146229628,,0.0162840591630277,0.0600360265644095,,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.045910906879823354,BUY,2,1,5,0.025,-0.025,0.045910906879823354,1,3.611744880585028
AAPL,2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,142.46002197265625,96350000,0.0259740051071151,0.0256424102747028,140.86000061035156,134.70027016304635,,143.86719091673814,139.56052294278172,63.81880521192863,4.306667973956422,4.317096485269855,-0.0104285113134325,2.9621646601000515,0.0202679766254256,0.1546303802672924,0.7428692943580639,,1.0,0.0,0.0134406172883786,0.213363184873471,2.978020704783292,0.0283270582452485,0.0070902757968607,,0.0375549713418363,0.0850014904912872,,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,0.004242288073003309,HOLD,1,1,5,0.025,-0.025,0.004242288073003309,1,0.31563193728247835
AAPL,2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,141.7289276123047,74993500,-0.0051317142067841,-0.005144926673252,141.43100051879884,134.98184184024208,,144.10300675977604,139.9930763467597,61.76777933777252,4.109930413016343,4.275663270819153,-0.1657328578028094,2.8591521139266103,0.0196640456254911,0.1493932063790944,0.6878472805067849,,1.0,0.0,0.0134996362811501,0.2143000823384884,2.398694474349031,0.0103163690712938,-0.0042421836680105,,0.0280631075445016,0.0771818780526991,,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,-0.002888570746738317,HOLD,1,0,5,0.025,-0.025,-0.002888570746738317,0,-0.21397396837807436
AAPL,2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,143.09356689453125,77338200,0.0096286740993274,0.0095826138469493,142.08600082397462,135.28487161489633,,144.51792926623477,140.49729313972253,64.08793510432088,4.020636126512244,4.224657841957771,-0.2040217154455268,2.8549271809145536,0.0194477324357274,0.1430540161309891,0.7319201258061221,,1.0,0.0,0.0134672378323595,0.2137857729083029,1.9909015457439496,0.0162806494547945,0.0037139516340443,,0.0331771054181699,0.0851176580160464,,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,-0.007901932138927759,HOLD,1,0,5,0.025,-0.025,-0.007901932138927759,0,-0.5867522529334671
AAPL,2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,144.80917358398438,71447400,0.0119890631488297,0.0119177636416879,142.84350051879883,135.61674976348877,,145.13978592659768,141.09453050408337,66.81441451742717,4.045255422514316,4.18877735806908,-0.1435219355547641,2.788146537202465,0.018767814909951,0.1356375156859867,0.7950459596231639,,1.0,0.0,0.0134553604014208,0.2135972245374344,1.7145601519761162,0.0121163373811168,0.0051089917194044,,0.0400193009764739,0.0954398908518128,,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,-0.018174454716029964,HOLD,1,0,5,0.025,-0.025,-0.018174454716029964,0,-1.3507222529773975
